fight_name,fighter_0,fighter_1,winner,method,round_end,date,fight_id
Derek Brunson v Daniel Kelly 2017-06-10,454,729,0,KO/TKO,1,2017-06-10,3945
Derrick Lewis v Mark Hunt 2017-06-10,126,628,1,KO/TKO,4,2017-06-10,3946
Ji Yeon Kim v Lucie Pudilova 2017-06-17,375,153,1,Decision,3,2017-06-17,3947
Naoki Inoue v Carls John De Tomas 2017-06-17,719,769,0,Decision,3,2017-06-17,3948
Kwan Ho Kwak v Russell Doane 2017-06-17,829,749,1,KO/TKO,1,2017-06-17,3949
Jingliang Li v Frank Camacho 2017-06-17,29,317,0,Decision,3,2017-06-17,3950
Justin Scoggins v Ulka Sasaki 2017-06-17,703,648,1,Submission,2,2017-06-17,3951
Alex Caceres v Rolando Dy 2017-06-17,493,716,0,TKO,2,2017-06-17,3952
Cyril Asker v Walt Harris 2017-06-17,753,491,1,KO/TKO,1,2017-06-17,3953
Takanori Gomi v Jon Tuck 2017-06-17,797,690,1,Submission,1,2017-06-17,3954
Tarec Saffiedine v Rafael Dos Anjos 2017-06-17,828,142,1,Decision,3,2017-06-17,3955
Dong Hyun Kim v Colby Covington 2017-06-17,827,211,1,Decision,3,2017-06-17,3956
Andrei Arlovski v Marcin Tybura 2017-06-17,308,58,1,Decision,3,2017-06-17,3957
Holly Holm v Bethe Correia 2017-06-17,164,404,0,KO/TKO,3,2017-06-17,3958
Josh Stansbury v Jeremy Kimball 2017-06-25,826,700,1,KO/TKO,1,2017-06-25,3959
Anthony Rocco Martin v Johnny Case 2017-06-25,280,825,0,Decision,3,2017-06-25,3960
Jared Gordon v Michel Quinones 2017-06-25,254,786,0,KO/TKO,2,2017-06-25,3961
Devin Powell v Darrell Horcher 2017-06-25,649,641,1,Decision,3,2017-06-25,3962
Carla Esparza v Maryna Moroz 2017-06-25,392,17,0,Decision,3,2017-06-25,3963
Vitor Miranda v Marvin Vettori 2017-06-25,698,362,1,Decision,3,2017-06-25,3964
Clay Guida v Erik Koch 2017-06-25,471,488,0,Decision,3,2017-06-25,3965
BJ Penn v Dennis Siver 2017-06-25,555,824,1,Decision,3,2017-06-25,3966
Tim Means v Alex Garcia 2017-06-25,104,657,0,Decision,3,2017-06-25,3967
Joachim Christensen v Dominick Reyes 2017-06-25,823,119,1,KO/TKO,1,2017-06-25,3968
Felice Herrig v Justine Kish 2017-06-25,661,152,0,Decision,3,2017-06-25,3969
Tim Boetsch v Johny Hendricks 2017-06-25,587,790,0,KO/TKO,2,2017-06-25,3970
Michael Chiesa v Kevin Lee 2017-06-25,143,0,1,Submission,1,2017-06-25,3971
Gray Maynard v Teruto Ishihara 2017-07-07,663,607,0,Decision,3,2017-07-07,3972
Tecia Torres v Juliana Lima 2017-07-07,464,761,0,Submission,2,2017-07-07,3973
Ed Herman v CB Dollaway 2017-07-07,278,673,1,Decision,3,2017-07-07,3974
James Krause v Tom Gallicchio 2017-07-07,129,822,0,Decision,3,2017-07-07,3975
Angela Hill v Ashley Yoder 2017-07-07,89,321,0,Decision,3,2017-07-07,3976
Jordan Johnson v Marcel Fortuna 2017-07-07,677,788,0,Decision,3,2017-07-07,3977
Brad Tavares v Elias Theodorou 2017-07-07,306,558,0,Decision,3,2017-07-07,3978
Jared Cannonier v Nick Roehrick 2017-07-07,378,821,0,KO/TKO,3,2017-07-07,3979
Marc Diakiese v Drakkar Klose 2017-07-07,389,27,1,Decision,3,2017-07-07,3980
Dhiego Lima v Jesse Taylor 2017-07-07,369,820,1,Submission,2,2017-07-07,3981
Michael Johnson v Justin Gaethje 2017-07-07,315,407,1,KO/TKO,2,2017-07-07,3982
Trevin Giles v James Bochnovic 2017-07-08,128,737,0,KO/TKO,2,2017-07-08,3983
Cody Stamann v Terrion Ware 2017-07-08,592,679,0,Decision,3,2017-07-08,3984
Jordan Mein v Belal Muhammad 2017-07-08,695,433,1,Decision,3,2017-07-08,3985
Thiago Santos v Gerald Meerschaert 2017-07-08,508,38,0,KO/TKO,2,2017-07-08,3986
Chad Laprise v Brian Camozzi 2017-07-08,625,751,0,KO/TKO,3,2017-07-08,3987
Travis Browne v Aleksei Oleinik 2017-07-08,819,166,1,Submission,2,2017-07-08,3988
Rob Font v Douglas Silva de Andrade 2017-07-08,240,265,0,Submission,2,2017-07-08,3989
Anthony Pettis v Jim Miller 2017-07-08,170,108,0,Decision,3,2017-07-08,3990
Daniel Omielanczuk v Curtis Blaydes 2017-07-08,818,140,1,Decision,3,2017-07-08,3991
Fabricio Werdum v Alistair Overeem 2017-07-08,742,234,1,Decision,3,2017-07-08,3992
Yoel Romero v Robert Whittaker 2017-07-08,23,365,1,Decision,5,2017-07-08,3993
Leslie Smith v Amanda Lemos 2017-07-16,817,207,0,KO/TKO,2,2017-07-16,3994
Brett Johns v Albert Morales 2017-07-16,158,750,0,Decision,3,2017-07-16,3995
Danny Henry v Daniel Teymur 2017-07-16,584,229,0,Decision,3,2017-07-16,3996
Charlie Ward v Galore Bofando 2017-07-16,816,765,1,KO/TKO,1,2017-07-16,3997
Alexandre Pantoja v Neil Seery 2017-07-16,202,815,0,Submission,3,2017-07-16,3998
Danny Roberts v Bobby Nash 2017-07-16,276,778,0,KO/TKO,2,2017-07-16,3999
James Mulheron v Justin Willis 2017-07-16,814,577,1,Decision,3,2017-07-16,4000
Khalil Rountree Jr. v Paul Craig 2017-07-16,381,402,0,KO/TKO,1,2017-07-16,4001
Jack Marshman v Ryan Janes 2017-07-16,514,773,0,Decision,3,2017-07-16,4002
Stevie Ray v Paul Felder 2017-07-16,316,68,1,KO/TKO,1,2017-07-16,4003
Joanne Calderwood v Cynthia Calvillo 2017-07-16,428,600,1,Decision,3,2017-07-16,4004
Gunnar Nelson v Santiago Ponzinibbio 2017-07-16,380,646,1,KO/TKO,1,2017-07-16,4005
Frankie Perez v Chris Wade 2017-07-22,812,813,1,Decision,3,2017-07-22,4006
Shane Burgos v Godofredo Pepey 2017-07-22,304,760,0,Decision,3,2017-07-22,4007
Tim Johnson v Junior Albini 2017-07-22,757,522,1,KO/TKO,1,2017-07-22,4008
Brian Kelleher v Marlon Vera 2017-07-22,168,359,1,Submission,1,2017-07-22,4009
Kyle Bochniak v Jeremy Kennedy 2017-07-22,341,756,1,Decision,3,2017-07-22,4010
Damian Grabowski v Chase Sherman 2017-07-22,811,667,1,Decision,3,2017-07-22,4011
Ryan LaFlare v Alex Oliveira 2017-07-22,664,30,1,KO/TKO,2,2017-07-22,4012
Rafael Natal v Eryk Anders 2017-07-22,810,355,1,KO/TKO,1,2017-07-22,4013
Lyman Good v Elizeu Zaleski dos Santos 2017-07-22,310,14,1,Decision,3,2017-07-22,4014
Jimmie Rivera v Thomas Almeida 2017-07-22,530,763,0,Decision,3,2017-07-22,4015
Patrick Cummins v Gian Villante 2017-07-22,549,595,0,Decision,3,2017-07-22,4016
Dennis Bermudez v Darren Elkins 2017-07-22,616,502,1,Decision,3,2017-07-22,4017
Chris Weidman v Kelvin Gastelum 2017-07-22,330,298,0,Submission,3,2017-07-22,4018
Joshua Burkman v Drew Dober 2017-07-29,752,178,1,KO/TKO,1,2017-07-29,4019
Eric Shelton v Jarred Brooks 2017-07-29,580,683,1,Decision,3,2017-07-29,4020
Kailin Curran v Alexandra Albu 2017-07-29,779,327,1,Decision,3,2017-07-29,4021
Andre Fili v Calvin Kattar 2017-07-29,174,272,1,Decision,3,2017-07-29,4022
Brian Ortega v Renato Moicano 2017-07-29,623,4,0,Submission,3,2017-07-29,4023
Aljamain Sterling v Renan Barao 2017-07-29,533,266,0,Decision,3,2017-07-29,4024
Ricardo Lamas v Jason Knight 2017-07-29,535,654,0,KO/TKO,1,2017-07-29,4025
Jimi Manuwa v Volkan Oezdemir 2017-07-29,539,186,1,KO/TKO,1,2017-07-29,4026
Robbie Lawler v Donald Cerrone 2017-07-29,470,163,0,Decision,3,2017-07-29,4027
Cris Cyborg v Tonya Evinger 2017-07-29,480,542,0,KO/TKO,3,2017-07-29,4028
Tyron Woodley v Demian Maia 2017-07-29,590,2,0,Decision,5,2017-07-29,4029
Alvaro Herrera v Jordan Rinaldi 2017-08-05,697,581,1,Submission,1,2017-08-05,4030
Joseph Morales v Roberto Sanchez 2017-08-05,652,682,0,Submission,1,2017-08-05,4031
Jose Quinonez v Diego Rivas 2017-08-05,33,731,0,Decision,3,2017-08-05,4032
Henry Briones v Rani Yahya 2017-08-05,732,604,1,Submission,1,2017-08-05,4033
Dustin Ortiz v Hector Sandoval 2017-08-05,613,809,0,KO/TKO,1,2017-08-05,4034
Bradley Scott v Jack Hermansson 2017-08-05,730,377,1,KO/TKO,1,2017-08-05,4035
Alejandro Perez v Andre Soukhamthath 2017-08-05,512,445,0,Decision,3,2017-08-05,4036
Sam Alvey v Rashad Evans 2017-08-05,494,724,0,Decision,3,2017-08-05,4037
Martin Bravo v Humberto Bandenay 2017-08-05,394,462,1,KO/TKO,1,2017-08-05,4038
Alan Jouban v Niko Price 2017-08-05,569,351,1,KO/TKO,1,2017-08-05,4039
Randa Markos v Alexa Grasso 2017-08-05,13,393,1,Decision,3,2017-08-05,4040
Sergio Pettis v Brandon Moreno 2017-08-05,400,11,0,Decision,5,2017-08-05,4041
Thibault Gouti v Andrew Holbrook 2017-09-02,659,808,0,KO/TKO,1,2017-09-02,4042
Bojan Mihajlovic v Abdul-Kerim Edilov 2017-09-02,806,807,1,KO/TKO,2,2017-09-02,4043
Mike Santiago v Zabit Magomedsharipov 2017-09-02,725,271,1,Submission,2,2017-09-02,4044
Francimar Barroso v Aleksandar Rakic 2017-09-02,762,187,1,Decision,3,2017-09-02,4045
Rustam Khabilov v Desmond Green 2017-09-02,284,547,0,Decision,3,2017-09-02,4046
Michel Prazeres v Mads Burnell 2017-09-02,597,728,0,Submission,3,2017-09-02,4047
Mairbek Taisumov v Felipe Silva 2017-09-02,427,733,0,KO/TKO,1,2017-09-02,4048
Darren Till v Bojan Velickovic 2017-09-02,299,781,0,Decision,3,2017-09-02,4049
Leon Edwards v Bryan Barberena 2017-09-02,490,523,0,Decision,3,2017-09-02,4050
Marion Reneau v Talita Bernardo 2017-09-02,588,557,0,KO/TKO,3,2017-09-02,4051
Siyar Bahadurzada v Rob Wilkinson 2017-09-02,387,755,0,KO/TKO,2,2017-09-02,4052
Alexander Volkov v Stefan Struve 2017-09-02,273,236,0,KO/TKO,3,2017-09-02,4053
Kajan Johnson v Adriano Martins 2017-09-09,674,805,0,KO/TKO,3,2017-09-09,4054
Luis Henrique v Arjan Bhullar 2017-09-09,666,560,1,Decision,3,2017-09-09,4055
Mitch Clarke v Alex White 2017-09-09,804,322,1,KO/TKO,2,2017-09-09,4056
Gavin Tucker v Rick Glenn 2017-09-09,486,637,1,Decision,3,2017-09-09,4057
Sarah Moras v Ashlee Evans-Smith 2017-09-09,430,602,0,Submission,1,2017-09-09,4058
Sara McMann v Ketlen Vieira 2017-09-09,156,222,1,Submission,2,2017-09-09,4059
Jeremy Stephens v Gilbert Melendez 2017-09-09,332,510,0,Decision,3,2017-09-09,4060
Ilir Latifi v Tyson Pedro 2017-09-09,127,627,0,Decision,3,2017-09-09,4061
Henry Cejudo v Wilson Reis 2017-09-09,528,571,0,KO/TKO,2,2017-09-09,4062
Neil Magny v Rafael Dos Anjos 2017-09-09,28,142,1,Submission,1,2017-09-09,4063
Amanda Nunes v Valentina Shevchenko 2017-09-09,214,120,0,Decision,5,2017-09-09,4064
Jason Saggo v Gilbert Burns 2017-09-16,803,3,1,KO/TKO,2,2017-09-16,4065
Krzysztof Jotko v Uriah Hall 2017-09-16,483,410,1,KO/TKO,2,2017-09-16,4066
Anthony Hamilton v Daniel Spitz 2017-09-16,784,347,1,KO/TKO,1,2017-09-16,4067
Anthony Rocco Martin v Olivier Aubin-Mercier 2017-09-16,280,481,1,Decision,3,2017-09-16,4068
Justin Ledet v Zu Anyanwu 2017-09-16,181,802,0,Decision,3,2017-09-16,4069
Kamaru Usman v Sergio Moraes 2017-09-16,210,259,0,KO/TKO,1,2017-09-16,4070
Gregor Gillespie v Jason Gonzalez 2017-09-16,303,564,0,Submission,2,2017-09-16,4071
Hector Lombard v Anthony Smith 2017-09-16,669,538,1,KO/TKO,3,2017-09-16,4072
Mike Perry v Alex Reyes 2017-09-16,221,801,0,KO/TKO,1,2017-09-16,4073
Luke Rockhold v David Branch 2017-09-16,509,574,0,KO/TKO,2,2017-09-16,4074
Daichi Abe v Hyun Gyu Lim 2017-09-22,714,800,0,Decision,3,2017-09-22,4075
Shinsho Anzai v Luke Jumeau 2017-09-22,717,368,0,Decision,3,2017-09-22,4076
Syuri Kondo v Chanmi Jeon 2017-09-22,525,799,0,Decision,3,2017-09-22,4077
Keita Nakamura v Alex Morono 2017-09-22,567,132,0,Decision,3,2017-09-22,4078
Jussier Formiga v Ulka Sasaki 2017-09-22,10,648,0,Submission,1,2017-09-22,4079
Teruto Ishihara v Rolando Dy 2017-09-22,607,716,0,Decision,3,2017-09-22,4080
Gokhan Saki v Henrique da Silva 2017-09-22,704,798,0,KO/TKO,1,2017-09-22,4081
Takanori Gomi v Dong Hyun Ma 2017-09-22,797,200,1,KO/TKO,1,2017-09-22,4082
Claudia Gadelha v Jessica Andrade 2017-09-22,511,439,1,Decision,3,2017-09-22,4083
Ovince Saint Preux v Yushin Okami 2017-09-22,382,629,0,Submission,1,2017-09-22,4084
Thales Leites v Brad Tavares 2017-10-07,668,306,1,Decision,3,2017-10-07,4085
John Moraga v Magomed Bibulatov 2017-10-07,685,611,0,KO/TKO,1,2017-10-07,4086
Matt Schnell v Marco Beltran 2017-10-07,203,796,0,Decision,3,2017-10-07,4087
Pearl Gonzalez v Poliana Botelho 2017-10-07,795,573,1,Decision,3,2017-10-07,4088
Tom Duquesnoy v Cody Stamann 2017-10-07,743,592,1,Decision,3,2017-10-07,4089
Mara Romero Borella v Kalindra Faria 2017-10-07,97,689,0,Submission,1,2017-10-07,4090
Fabricio Werdum v Walt Harris 2017-10-07,742,491,0,Submission,1,2017-10-07,4091
Demetrious Johnson v Ray Borg 2017-10-07,691,101,0,Submission,5,2017-10-07,4092
Tony Ferguson v Kevin Lee 2017-10-07,529,0,0,Submission,3,2017-10-07,4093
Felipe Arantes v Josh Emmett 2017-10-21,715,497,1,Decision,3,2017-10-21,4094
Lina Lansberg v Aspen Ladd 2017-10-21,157,238,1,KO/TKO,2,2017-10-21,4095
Salim Touahri v Warlley Alves 2017-10-21,475,263,1,Decision,3,2017-10-21,4096
Artem Lobov v Andre Fili 2017-10-21,656,174,1,Decision,3,2017-10-21,4097
Sam Alvey v Ramazan Emeev 2017-10-21,494,279,1,Decision,3,2017-10-21,4098
Damian Stasiak v Brian Kelleher 2017-10-21,701,168,1,KO/TKO,3,2017-10-21,4099
Marcin Held v Nasrat Haqparast 2017-10-21,794,179,0,Decision,3,2017-10-21,4100
Oskar Piechota v Jonathan Wilson 2017-10-21,233,793,0,Decision,3,2017-10-21,4101
Jan Blachowicz v Devin Clark 2017-10-21,93,110,0,Submission,2,2017-10-21,4102
Karolina Kowalkiewicz v Jodie Esquibel 2017-10-21,72,460,0,Decision,3,2017-10-21,4103
Donald Cerrone v Darren Till 2017-10-21,163,299,1,KO/TKO,1,2017-10-21,4104
Marcelo Golm v Christian Colombo 2017-10-28,565,792,0,Submission,1,2017-10-28,4105
Deiveson Figueiredo v Jarred Brooks 2017-10-28,45,683,0,Decision,3,2017-10-28,4106
Elizeu Zaleski dos Santos v Max Griffin 2017-10-28,14,31,0,Decision,3,2017-10-28,4107
Hacran Dias v Jared Gordon 2017-10-28,791,254,1,Decision,3,2017-10-28,4108
Antonio Carlos Junior v Jack Marshman 2017-10-28,411,514,0,Submission,1,2017-10-28,4109
Vicente Luque v Niko Price 2017-10-28,301,351,0,Submission,2,2017-10-28,4110
John Lineker v Marlon Vera 2017-10-28,563,359,0,Decision,3,2017-10-28,4111
Thiago Santos v Jack Hermansson 2017-10-28,508,377,0,KO/TKO,1,2017-10-28,4112
Francisco Trinaldo v Jim Miller 2017-10-28,8,108,0,Decision,3,2017-10-28,4113
Pedro Munhoz v Rob Font 2017-10-28,534,240,0,Submission,1,2017-10-28,4114
Demian Maia v Colby Covington 2017-10-28,2,211,1,Decision,3,2017-10-28,4115
Derek Brunson v Lyoto Machida 2017-10-28,454,735,0,KO/TKO,1,2017-10-28,4116
Aiemann Zahabi v Ricardo Ramos 2017-11-04,559,260,1,KO/TKO,3,2017-11-04,4117
Aleksei Oleinik v Curtis Blaydes 2017-11-04,166,140,1,TKO,2,2017-11-04,4118
Randy Brown v Mickey Gall 2017-11-04,264,474,0,Decision,3,2017-11-04,4119
Ovince Saint Preux v Corey Anderson 2017-11-04,382,92,0,KO/TKO,3,2017-11-04,4120
Walt Harris v Mark Godbeer 2017-11-04,491,746,1,DQ,1,2017-11-04,4121
James Vick v Joe Duffy 2017-11-04,352,582,0,KO/TKO,2,2017-11-04,4122
Johny Hendricks v Paulo Costa 2017-11-04,790,452,1,KO/TKO,2,2017-11-04,4123
Stephen Thompson v Jorge Masvidal 2017-11-04,300,296,0,Decision,3,2017-11-04,4124
Joanna Jedrzejczyk v Rose Namajunas 2017-11-04,25,551,1,KO/TKO,1,2017-11-04,4125
Cody Garbrandt v TJ Dillashaw 2017-11-04,591,612,1,KO/TKO,2,2017-11-04,4126
Michael Bisping v Georges St-Pierre 2017-11-04,776,789,1,Submission,3,2017-11-04,4127
Darren Stewart v Karl Roberson 2017-11-11,336,287,1,Submission,1,2017-11-11,4128
Jake Collier v Marcel Fortuna 2017-11-11,787,788,0,Decision,3,2017-11-11,4129
Court McGee v Sean Strickland 2017-11-11,345,658,1,Decision,3,2017-11-11,4130
Angela Hill v Nina Ansaroff 2017-11-11,89,532,1,Decision,3,2017-11-11,4131
Sage Northcutt v Michel Quinones 2017-11-11,702,786,0,Decision,3,2017-11-11,4132
Tatiana Suarez v Viviane Pereira 2017-11-11,531,718,0,Decision,3,2017-11-11,4133
John Dodson v Marlon Moraes 2017-11-11,106,216,1,Decision,3,2017-11-11,4134
Joe Lauzon v Clay Guida 2017-11-11,333,471,1,KO/TKO,1,2017-11-11,4135
Raphael Assuncao v Matthew Lopez 2017-11-11,457,624,0,KO/TKO,3,2017-11-11,4136
Nate Marquardt v Cezar Ferreira 2017-11-11,785,498,1,Decision,3,2017-11-11,4137
Junior Albini v Andrei Arlovski 2017-11-11,522,308,1,Decision,3,2017-11-11,4138
Matt Brown v Diego Sanchez 2017-11-11,226,94,0,KO/TKO,1,2017-11-11,4139
Dustin Poirier v Anthony Pettis 2017-11-11,422,170,0,KO/TKO,3,2017-11-11,4140
Anthony Hamilton v Adam Wieczorek 2017-11-18,784,655,1,Decision,3,2017-11-18,4141
Jenel Lausa v Eric Shelton 2017-11-18,720,580,1,Decision,3,2017-11-18,4142
Alex Chambers v Nadia Kassem 2017-11-18,671,374,1,Decision,3,2017-11-18,4143
Damien Brown v Frank Camacho 2017-11-18,754,317,1,Decision,3,2017-11-18,4144
Rashad Coulter v Tai Tuivasa 2017-11-18,644,367,1,KO/TKO,1,2017-11-18,4145
Nik Lentz v Will Brooks 2017-11-18,151,783,0,Submission,2,2017-11-18,4146
Ryan Benoit v Ashkan Mokhtarian 2017-11-18,209,782,0,KO/TKO,3,2017-11-18,4147
Alexander Volkanovski v Shane Young 2017-11-18,213,605,0,Decision,3,2017-11-18,4148
Elias Theodorou v Daniel Kelly 2017-11-18,558,729,0,Decision,3,2017-11-18,4149
Jake Matthews v Bojan Velickovic 2017-11-18,82,781,0,Decision,3,2017-11-18,4150
Tim Means v Belal Muhammad 2017-11-18,104,433,1,Decision,3,2017-11-18,4151
Bec Rawlings v Jessica-Rose Clark 2017-11-18,741,292,1,Decision,3,2017-11-18,4152
Fabricio Werdum v Marcin Tybura 2017-11-18,742,58,0,Decision,5,2017-11-18,4153
Cyril Asker v Hu Yaozong 2017-11-25,753,643,0,Submission,2,2017-11-25,4154
Wuliji Buren v Rolando Dy 2017-11-25,608,716,1,Decision,3,2017-11-25,4155
Yanan Wu v Gina Mazany 2017-11-25,441,594,1,Decision,3,2017-11-25,4156
Chase Sherman v Shamil Abdurakhimov 2017-11-25,667,426,1,KO/TKO,1,2017-11-25,4157
Song Yadong v Bharat Kandare 2017-11-25,513,780,0,Submission,1,2017-11-25,4158
Kailin Curran v Xiaonan Yan 2017-11-25,779,73,1,Decision,3,2017-11-25,4159
Kenan Song v Bobby Nash 2017-11-25,85,778,0,KO/TKO,1,2017-11-25,4160
Zabit Magomedsharipov v Sheymon Moraes 2017-11-25,271,499,0,Submission,3,2017-11-25,4161
Muslim Salikhov v Alex Garcia 2017-11-25,319,657,1,Submission,2,2017-11-25,4162
Wang Guan v Alex Caceres 2017-11-25,777,493,0,Decision,3,2017-11-25,4163
Jingliang Li v Zak Ottow 2017-11-25,29,589,0,KO/TKO,1,2017-11-25,4164
Michael Bisping v Kelvin Gastelum 2017-11-25,776,298,1,KO/TKO,1,2017-11-25,4165
Gillian Robertson v Emily Whitmire 2017-12-01,335,521,0,Submission,1,2017-12-01,4166
Ariel Beck v Shana Dobson 2017-12-01,775,91,1,KO/TKO,2,2017-12-01,4167
Karine Gevorgyan v Rachael Ostovich 2017-12-01,774,615,1,Submission,1,2017-12-01,4168
Andrew Sanchez v Ryan Janes 2017-12-01,363,773,1,KO/TKO,3,2017-12-01,4169
Christina Marks v Montana De La Rosa 2017-12-01,772,96,1,Submission,1,2017-12-01,4170
Joe Soto v Brett Johns 2017-12-01,759,158,1,Submission,1,2017-12-01,4171
Eric Spicely v Gerald Meerschaert 2017-12-01,527,38,1,KO/TKO,2,2017-12-01,4172
Barb Honchak v Lauren Murphy 2017-12-01,708,130,1,Decision,3,2017-12-01,4173
Sean O'Malley v Terrion Ware 2017-12-01,32,679,0,Decision,3,2017-12-01,4174
Nicco Montano v Roxanne Modafferi 2017-12-01,501,172,0,Decision,5,2017-12-01,4175
Justin Willis v Allen Crowder 2017-12-02,577,526,0,KO/TKO,1,2017-12-02,4176
Jeremy Kimball v Dominick Reyes 2017-12-02,700,119,1,Submission,1,2017-12-02,4177
Sabah Homasi v Abdul Razak Alhassan 2017-12-02,764,680,1,KO/TKO,1,2017-12-02,4178
Amanda Cooper v Angela Magana 2017-12-02,650,771,0,KO/TKO,2,2017-12-02,4179
Felice Herrig v Cortney Casey 2017-12-02,661,599,0,Decision,3,2017-12-02,4180
David Teymur v Drakkar Klose 2017-12-02,609,27,0,Decision,3,2017-12-02,4181
Alex Oliveira v Yancy Medeiros 2017-12-02,30,103,1,KO/TKO,3,2017-12-02,4182
Charles Oliveira v Paul Felder 2017-12-02,1,68,1,KO/TKO,2,2017-12-02,4183
Tecia Torres v Michelle Waterson 2017-12-02,464,348,0,Decision,3,2017-12-02,4184
Eddie Alvarez v Justin Gaethje 2017-12-02,694,407,0,KO/TKO,3,2017-12-02,4185
Henry Cejudo v Sergio Pettis 2017-12-02,528,400,0,Decision,3,2017-12-02,4186
Alistair Overeem v Francis Ngannou 2017-12-02,234,516,1,KO/TKO,1,2017-12-02,4187
Max Holloway v Jose Aldo 2017-12-02,212,217,0,KO/TKO,3,2017-12-02,4188
Antonio Braga Neto v Trevin Giles 2017-12-09,770,128,1,KO/TKO,3,2017-12-09,4189
Chris Gruetzemacher v Davi Ramos 2017-12-09,740,425,1,Submission,3,2017-12-09,4190
Alejandro Perez v Iuri Alcantara 2017-12-09,512,687,0,Decision,3,2017-12-09,4191
Frankie Saenz v Merab Dvalishvili 2017-12-09,579,113,0,Decision,3,2017-12-09,4192
Carls John De Tomas v Alex Perez 2017-12-09,769,145,1,Submission,2,2017-12-09,4193
Luke Sanders v Andre Soukhamthath 2017-12-09,603,445,1,KO/TKO,2,2017-12-09,4194
Alexis Davis v Liz Carmouche 2017-12-09,484,461,0,Decision,3,2017-12-09,4195
Albert Morales v Benito Lopez 2017-12-09,750,506,1,Decision,3,2017-12-09,4196
Eryk Anders v Markus Perez 2017-12-09,355,257,0,Decision,3,2017-12-09,4197
Scott Holtzman v Darrell Horcher 2017-12-09,109,641,0,Decision,3,2017-12-09,4198
Marlon Moraes v Aljamain Sterling 2017-12-09,216,533,0,KO/TKO,1,2017-12-09,4199
Jason Knight v Gabriel Benitez 2017-12-09,654,453,1,Decision,3,2017-12-09,4200
Cub Swanson v Brian Ortega 2017-12-09,349,623,1,Submission,2,2017-12-09,4201
Jordan Mein v Erick Silva 2017-12-16,695,768,0,Decision,3,2017-12-16,4202
Alessio Di Chirico v Oluwale Bamgbose 2017-12-16,386,767,0,KO/TKO,2,2017-12-16,4203
John Makdessi v Abel Trujillo 2017-12-16,9,766,0,Decision,3,2017-12-16,4204
Nordine Taleb v Danny Roberts 2017-12-16,435,276,0,KO/TKO,1,2017-12-16,4205
Chad Laprise v Galore Bofando 2017-12-16,625,765,0,KO/TKO,1,2017-12-16,4206
Julian Marquez v Darren Stewart 2017-12-16,709,336,0,Submission,2,2017-12-16,4207
Jared Cannonier v Jan Blachowicz 2017-12-16,378,93,1,Decision,3,2017-12-16,4208
Glover Teixeira v Misha Cirkunov 2017-12-16,408,412,0,KO/TKO,1,2017-12-16,4209
Santiago Ponzinibbio v Mike Perry 2017-12-16,646,221,0,Decision,3,2017-12-16,4210
Ricardo Lamas v Josh Emmett 2017-12-16,535,497,1,KO/TKO,1,2017-12-16,4211
Robbie Lawler v Rafael Dos Anjos 2017-12-16,470,142,1,Decision,5,2017-12-16,4212
Tim Elliott v Mark De La Rosa 2017-12-30,176,116,0,Submission,2,2017-12-30,4213
Louis Smolka v Matheus Nicolau 2017-12-30,418,696,1,Decision,3,2017-12-30,4214
Myles Jury v Rick Glenn 2017-12-30,601,637,0,Decision,3,2017-12-30,4215
Carlos Condit v Neil Magny 2017-12-30,618,28,1,Decision,3,2017-12-30,4216
Cynthia Calvillo v Carla Esparza 2017-12-30,600,392,1,Decision,3,2017-12-30,4217
Dan Hooker v Marc Diakiese 2017-12-30,69,389,0,Submission,3,2017-12-30,4218
Khabib Nurmagomedov v Edson Barboza 2017-12-30,421,423,0,Decision,3,2017-12-30,4219
Cris Cyborg v Holly Holm 2017-12-30,480,164,0,Decision,5,2017-12-30,4220
Mads Burnell v Mike Santiago 2018-01-14,728,725,0,Decision,3,2018-01-14,4221
Danielle Taylor v JJ Aldrich 2018-01-14,693,183,1,Decision,3,2018-01-14,4222
Kalindra Faria v Jessica Eye 2018-01-14,689,230,1,Decision,3,2018-01-14,4223
Kyung Ho Kang v Guido Cannetti 2018-01-14,194,43,0,Submission,1,2018-01-14,4224
Talita Bernardo v Irene Aldana 2018-01-14,557,223,1,Decision,3,2018-01-14,4225
Matt Frevola v Polo Reyes 2018-01-14,354,397,1,KO/TKO,1,2018-01-14,4226
James Krause v Alex White 2018-01-14,129,322,0,Decision,3,2018-01-14,4227
Darren Elkins v Michael Johnson 2018-01-14,502,315,0,Submission,2,2018-01-14,4228
Kamaru Usman v Emil Meek 2018-01-14,210,83,0,Decision,3,2018-01-14,4229
Paige VanZant v Jessica-Rose Clark 2018-01-14,614,292,1,Decision,3,2018-01-14,4230
Jeremy Stephens v Dooho Choi 2018-01-14,332,188,0,KO/TKO,2,2018-01-14,4231
Islam Makhachev v Gleison Tibau 2018-01-20,424,726,0,KO/TKO,1,2018-01-20,4232
Matt Bessette v Enrique Barzola 2018-01-20,713,324,1,Decision,3,2018-01-20,4233
Dan Ige v Julio Arce 2018-01-20,125,312,1,Decision,3,2018-01-20,4234
Dustin Ortiz v Alexandre Pantoja 2018-01-20,613,202,0,Decision,3,2018-01-20,4235
Sabah Homasi v Abdul Razak Alhassan 2018-01-20,764,680,1,KO/TKO,1,2018-01-20,4236
Kyle Bochniak v Brandon Davis 2018-01-20,341,388,0,Decision,3,2018-01-20,4237
